USER,DATE,FIRST LOGIN,LAST LOGOUT,IS LATE
Rivi,Aug. 26,2024,5:36 AM,7:20 PM,No
Richard,Aug. 25,2024,7:15 AM,6:12 PM,No
Nicolle,Aug. 26,2024,5:03 AM,5:12 PM,No
Caressa,Aug. 26,2024,9:10 AM,5:46 PM,Yes
Lowrance,Aug. 26,2024,8:01 AM,6:32 PM,Yes
Consalve,Aug. 26,2024,9:56 AM,5:31 PM,Yes
Lou,Aug. 25,2024,6:17 AM,5:56 PM,No
Ingeberg,Aug. 26,2024,7:58 AM,8:35 PM,No
Giff,Aug. 26,2024,7:45 AM,4:50 PM,No
Tabbatha,Aug. 25,2024,9:56 AM,10:08 PM,Yes
Ranee,Aug. 26,2024,6:19 AM,8:57 PM,No
Cyrille,Aug. 25,2024,10:43 AM,6:24 PM,Yes
Gottfried,Aug. 26,2024,9:41 AM,10:05 PM,Yes
Sherrie,Aug. 26,2024,6:00 AM,3:52 PM,No
Quintilla,Aug. 25,2024,5:39 AM,6:50 PM,No
Annabela,Aug. 25,2024,5:37 AM,9:36 PM,No
Christos,Aug. 25,2024,7:37 AM,9:03 PM,No
Carmencita,Aug. 26,2024,10:51 AM,9:36 PM,Yes
Cynthy,Aug. 26,2024,6:10 AM,7:26 PM,No
Darren,Aug. 25,2024,5:32 AM,10:04 PM,No
Dunn,Aug. 26,2024,8:48 AM,7:24 PM,Yes
Arlan,Aug. 25,2024,10:59 AM,4:57 PM,Yes
Gregg,Aug. 25,2024,10:58 AM,6:35 PM,Yes
Jean,Aug. 25,2024,6:50 AM,4:34 PM,No
Aurora,Aug. 26,2024,9:44 AM,9:53 PM,Yes
Zara,Aug. 25,2024,9:12 AM,8:07 PM,Yes
Keith,Aug. 25,2024,10:54 AM,6:18 PM,Yes
Rhianon,Aug. 25,2024,6:45 AM,5:10 PM,No
Mordecai,Aug. 25,2024,10:15 AM,3:43 PM,Yes
Faye,Aug. 25,2024,8:06 AM,4:23 PM,Yes
Juliann,Aug. 25,2024,5:36 AM,3:31 PM,No
Mureil,Aug. 25,2024,10:13 AM,10:10 PM,Yes
Carlie,Aug. 26,2024,10:44 AM,8:06 PM,Yes
Maryellen,Aug. 25,2024,6:51 AM,10:26 PM,No
Cathleen,Aug. 25,2024,9:39 AM,10:43 PM,Yes
Wendel,Aug. 26,2024,7:26 AM,3:39 PM,No
Elizabet,Aug. 25,2024,10:09 AM,5:53 PM,Yes
Osbourn,Aug. 25,2024,6:49 AM,6:10 PM,No
Wynn,Aug. 26,2024,5:15 AM,10:13 PM,No
Oliviero,Aug. 26,2024,10:34 AM,10:40 PM,Yes
Fletch,Aug. 26,2024,9:29 AM,3:52 PM,Yes
Gypsy,Aug. 26,2024,5:26 AM,9:51 PM,No
Fiona,Aug. 25,2024,10:55 AM,7:06 PM,Yes
Selig,Aug. 26,2024,10:40 AM,5:51 PM,Yes
Kelley,Aug. 26,2024,5:23 AM,7:52 PM,No
Elfie,Aug. 26,2024,5:16 AM,4:21 PM,No
Charmane,Aug. 25,2024,7:43 AM,7:15 PM,No
Billi,Aug. 25,2024,5:44 AM,7:29 PM,No
Sarette,Aug. 25,2024,5:20 AM,5:27 PM,No
Odelle,Aug. 26,2024,7:16 AM,3:51 PM,No
Merrel,Aug. 25,2024,10:23 AM,7:14 PM,Yes
Hadrian,Aug. 26,2024,9:06 AM,7:54 PM,Yes
Dorena,Aug. 26,2024,8:31 AM,5:51 PM,Yes
Hebert,Aug. 25,2024,7:21 AM,7:20 PM,No
Jobie,Aug. 25,2024,9:57 AM,8:11 PM,Yes
Osmund,Aug. 25,2024,9:58 AM,8:26 PM,Yes
Jake,Aug. 25,2024,10:26 AM,7:23 PM,Yes
Clarke,Aug. 26,2024,6:29 AM,6:38 PM,No
Wilmar,Aug. 26,2024,6:43 AM,4:35 PM,No
Ninnetta,Aug. 25,2024,10:59 AM,8:42 PM,Yes
Fanchon,Aug. 25,2024,10:32 AM,10:44 PM,Yes
Nicola,Aug. 26,2024,9:35 AM,9:08 PM,Yes
Shurlocke,Aug. 26,2024,10:00 AM,7:47 PM,Yes
Yance,Aug. 25,2024,6:47 AM,8:00 PM,No
Early,Aug. 25,2024,8:10 AM,5:51 PM,Yes
Michaella,Aug. 26,2024,10:38 AM,9:21 PM,Yes
Dulcia,Aug. 25,2024,7:42 AM,6:21 PM,No
Alex,Aug. 26,2024,5:55 AM,7:36 PM,No
Vassily,Aug. 26,2024,6:24 AM,8:44 PM,No
Vevay,Aug. 26,2024,10:09 AM,8:29 PM,Yes
Alexandrina,Aug. 26,2024,8:07 AM,4:56 PM,Yes
Gav,Aug. 26,2024,8:17 AM,7:52 PM,Yes
Gunter,Aug. 26,2024,7:50 AM,3:52 PM,No
Zacharias,Aug. 25,2024,5:06 AM,9:23 PM,No
Yolanthe,Aug. 25,2024,5:13 AM,8:03 PM,No
Stearne,Aug. 26,2024,5:21 AM,4:09 PM,No
Benyamin,Aug. 26,2024,8:43 AM,7:17 PM,Yes
Ardisj,Aug. 26,2024,9:25 AM,10:40 PM,Yes
Charisse,Aug. 25,2024,5:07 AM,10:33 PM,No
Galvan,Aug. 26,2024,6:17 AM,9:41 PM,No
Benjamen,Aug. 26,2024,11:00 AM,5:53 PM,Yes
Chariot,Aug. 25,2024,9:41 AM,4:43 PM,Yes
Darill,Aug. 26,2024,10:23 AM,8:36 PM,Yes
Jim,Aug. 25,2024,9:58 AM,9:22 PM,Yes
Blanche,Aug. 26,2024,10:05 AM,3:56 PM,Yes
Bradney,Aug. 25,2024,5:13 AM,5:41 PM,No
Katy,Aug. 26,2024,9:25 AM,9:40 PM,Yes
Cordelia,Aug. 25,2024,8:22 AM,4:31 PM,Yes
Sande,Aug. 26,2024,6:56 AM,4:57 PM,No
Loy,Aug. 26,2024,9:08 AM,6:41 PM,Yes
Letitia,Aug. 26,2024,6:00 AM,8:50 PM,No
Maryl,Aug. 25,2024,10:51 AM,10:34 PM,Yes
Franciska,Aug. 26,2024,7:40 AM,3:46 PM,No
Papageno,Aug. 26,2024,10:25 AM,7:52 PM,Yes
Con,Aug. 25,2024,7:20 AM,5:13 PM,No
Cathyleen,Aug. 25,2024,6:56 AM,7:12 PM,No
Karel,Aug. 26,2024,8:04 AM,9:22 PM,Yes
Catherine,Aug. 25,2024,9:31 AM,7:32 PM,Yes
Whitaker,Aug. 25,2024,9:21 AM,8:52 PM,Yes
Jackquelin,Aug. 26,2024,11:03 AM,7:00 PM,Yes
Abel,Aug. 26,2024,9:53 AM,10:15 PM,Yes
Collin,Aug. 25,2024,6:41 AM,5:09 PM,No
Zebulen,Aug. 25,2024,6:09 AM,8:57 PM,No
Jermain,Aug. 25,2024,6:27 AM,6:50 PM,No
Giff,Aug. 26,2024,9:44 AM,8:44 PM,Yes
Rivkah,Aug. 25,2024,10:17 AM,9:30 PM,Yes
Tailor,Aug. 25,2024,8:09 AM,8:09 PM,Yes
Filberto,Aug. 26,2024,7:44 AM,10:17 PM,No
Willi,Aug. 26,2024,5:30 AM,8:58 PM,No
Gilligan,Aug. 25,2024,6:05 AM,4:19 PM,No
Torry,Aug. 25,2024,6:03 AM,7:39 PM,No
Boyce,Aug. 25,2024,9:15 AM,6:16 PM,Yes
Ram,Aug. 26,2024,7:10 AM,6:49 PM,No
Dodie,Aug. 25,2024,7:53 AM,10:21 PM,No
Nathalia,Aug. 26,2024,8:40 AM,8:29 PM,Yes
Annissa,Aug. 25,2024,7:50 AM,8:47 PM,No
Alan,Aug. 26,2024,8:24 AM,4:43 PM,Yes
Tawsha,Aug. 26,2024,10:13 AM,7:38 PM,Yes
Cherish,Aug. 26,2024,5:51 AM,7:17 PM,No
Truda,Aug. 26,2024,8:46 AM,6:10 PM,Yes
Adan,Aug. 26,2024,8:30 AM,10:20 PM,Yes
Jayme,Aug. 26,2024,6:59 AM,5:21 PM,No
Beverley,Aug. 25,2024,5:45 AM,4:33 PM,No
Faina,Aug. 26,2024,9:54 AM,4:47 PM,Yes
Raychel,Aug. 25,2024,10:03 AM,6:53 PM,Yes
Aldous,Aug. 26,2024,10:50 AM,5:09 PM,Yes
Bob,Aug. 26,2024,10:04 AM,8:24 PM,Yes
Dalli,Aug. 26,2024,8:08 AM,8:20 PM,Yes
Keelia,Aug. 25,2024,8:27 AM,8:34 PM,Yes
